Order.ID,Customer.ID,Product.ID,Order.Date
2387068,GT-147552,OFF-BI-10001124,2023-03-03
48912,EP-139151,OFF-BI-10002243,2023-03-04
3284851,AS-102402,OFF-BI-10002570,2023-03-19
2122369,JK-157302,OFF-BI-10001808,2023-05-26
107965,SP-209203,OFF-BI-10003503,2023-06-03
113775,CA-122653,OFF-BI-10004042,2023-06-06
2512437,KC-165402,OFF-BI-10002799,2023-08-13
1572368,AR-105102,OFF-BI-10003899,2023-08-18
4168626,ZC-219102,OFF-BI-10000815,2023-09-10
135055,CC-126703,OFF-BI-10000325,2023-10-03
1036954,PF-192252,OFF-BI-10003058,2023-10-29
78991,JF-153551,OFF-BI-10003340,2023-11-27
2468091,MC-178452,OFF-BI-10000346,2023-12-16
4460,CM-19352,OFF-WIL-10003299,2020-02-23
5498995,TB-210552,OFF-BI-10000368,2020-04-19
1560,EB-39301,OFF-AVE-10004827,2020-06-03
108175,DV-134653,OFF-BI-10003579,2020-09-22
138716,JG-151603,OFF-BI-10003585,2020-11-11
4400,ND-83702,OFF-ACC-10004538,2020-12-19
8130,BS-17551,OFF-CAR-10001428,2021-01-13
5836794,KM-166602,OFF-BI-10003616,2021-06-22
9650,PF-91203,OFF-ACC-10004008,2021-07-17
66790,JE-157151,OFF-BI-10000777,2021-08-27
6510,JW-60751,OFF-AVE-10002102,2021-09-03
1779015,PM-189402,OFF-BI-10003899,2021-09-29
4017249,RD-194802,OFF-BI-10004644,2022-01-14
4467739,IM-150552,OFF-BI-10002047,2022-05-03
86061,AJ-109451,OFF-BI-10002775,2022-06-03
9320,SC-107252,OFF-CAR-10003259,2022-06-26
1740,BD-13202,OFF-CAR-10001577,2022-08-01
4690,AB-152,OFF-IBI-10000440,2022-08-15
1950281,RM-197502,OFF-BI-10000341,2022-09-11
2400,AA-6451,OFF-CAR-10003703,2022-09-23
4110,EJ-37202,OFF-CAR-10001428,2022-09-25
50424,RB-194351,OFF-BI-10001400,2022-10-16
118073,TS-210853,OFF-BI-10001507,2022-10-17
1243709,AG-109002,OFF-BI-10001754,2022-12-24
7970,VD-116702,OFF-IBI-10003191,2023-02-17
5856066,SW-204552,OFF-BI-10001119,2023-07-21
2530,CS-25052,OFF-AVE-10001847,2023-09-02
3960,AF-8701,OFF-CAR-10003259,2023-09-12
7460,HA-49052,OFF-AVE-10003465,2023-11-18
8170,SW-102451,OFF-CAR-10001577,2023-12-09
4187064,JD-160602,OFF-BI-10002193,2020-02-22
29067,ST-205301,OFF-BI-10000168,2020-05-30
109029,AW-108403,OFF-BI-10004491,2020-07-19
2585328,KM-166602,OFF-BI-10000042,2020-08-09
5004766,PB-191502,OFF-BI-10001253,2020-08-11
2187197,DP-131652,OFF-BI-10004227,2020-09-08
79950,DJ-136301,OFF-BI-10003397,2020-10-31
120383,DB-134053,OFF-BI-10004980,2020-11-02
163909,AC-106603,OFF-BI-10002799,2020-11-18
2880425,CD-119202,OFF-BI-10003616,2020-12-20
3079444,PS-187602,OFF-BI-10003650,2021-01-20
5451215,PW-192402,OFF-BI-10000815,2021-03-09
4784843,RH-196002,OFF-BI-10002193,2021-04-03
4552650,TG-213102,OFF-BI-10002986,2021-08-31
164007,MW-182203,OFF-BI-10002455,2021-12-25
2144803,JD-160152,OFF-BI-10000323,2022-03-13
5891897,HF-149952,OFF-BI-10000894,2022-08-06
17671,CR-127301,OFF-BI-10003025,2022-08-09
5077100,MS-177702,OFF-BI-10004924,2022-08-25
5682943,MC-175752,OFF-BI-10003320,2022-08-29
3800,AB-1501,OFF-AVE-10001750,2022-09-06
62723,SJ-205001,OFF-BI-10004483,2022-09-15
118402,JM-152503,OFF-BI-10001304,2022-09-19
4762189,BD-113202,OFF-BI-10000620,2022-10-16
167234,BN-115153,OFF-BI-10000423,2022-10-25
79306,JF-151901,OFF-BI-10003874,2022-11-01
119928,CA-127753,OFF-BI-10000517,2022-12-24
1285854,EN-137802,OFF-BI-10004554,2023-01-20
158099,AC-106603,OFF-BI-10002977,2023-03-02
35983,SW-202751,OFF-BI-10003646,2023-05-01
76576,NW-184001,OFF-BI-10004098,2023-05-10
3550,CK-25951,OFF-AVE-10004909,2023-05-30
2040,JM-58653,OFF-CAR-10002942,2023-07-23
79327,JH-158201,OFF-BI-10004140,2023-08-02
3607035,SC-203802,OFF-BI-10000179,2023-08-03
5163200,JM-155802,OFF-BI-10002935,2023-08-21
1820,EH-41851,OFF-CAR-10004408,2023-08-25
9670,LC-70501,OFF-IBI-10000099,2023-09-02
84570,SC-205751,OFF-BI-10004809,2023-09-04
1510,RB-93301,OFF-CAR-10001358,2023-09-10
3715669,TB-215202,OFF-BI-10001808,2023-09-10
3738099,MG-176952,OFF-BI-10004644,2023-09-16
2888762,RH-195552,OFF-BI-10000368,2023-09-16
68750,BP-112901,OFF-BI-10004868,2023-09-22
11637,MM-172601,OFF-BI-10002682,2023-10-14
154914,SC-200203,OFF-BI-10000506,2023-11-06
85298,TT-210701,OFF-BI-10003364,2023-12-17
2785434,LB-167352,OFF-BI-10003708,2023-12-22
1180,GH-46652,OFF-ACC-10002772,2023-12-30
115784,EB-139753,OFF-BI-10002977,2020-06-07
5335946,RC-199602,OFF-LA-10003283,2020-08-04
22368,JM-152501,OFF-LA-10004114,2020-08-11
109414,CA-123103,OFF-ST-10001890,2020-09-14
3822720,BE-114552,OFF-PA-10001497,2020-09-29
166338,SC-203053,OFF-PA-10001283,2020-10-18
770,BD-16202,OFF-SAN-10004746,2020-11-18
9690,PK-89101,OFF-CAR-10002054,2021-03-09
151036,AF-108703,OFF-PA-10002966,2021-03-14
21836,DL-133151,OFF-PA-10004910,2021-04-27
157861,PC-187453,OFF-AR-10004010,2021-05-28
69086,CL-127001,OFF-AR-10001266,2021-06-18
1330,AY-5552,OFF-ROG-10001101,2021-09-11
4804562,MP-174702,OFF-SU-10001879,2021-11-03
141446,MO-175003,OFF-AP-10001682,2022-03-22
153318,AH-106903,OFF-BI-10004861,2022-05-20
76737,KF-162851,OFF-AR-10003023,2022-07-04
5590,SG-100803,OFF-TEN-10002817,2022-10-11
48975,KM-167201,OFF-SU-10000649,2022-11-08
36158,KA-165251,OFF-AR-10001043,2022-12-25
81847,MS-179801,OFF-SU-10004514,2023-01-10
14458,GT-147551,OFF-FA-10003745,2023-01-24
162593,DK-129853,OFF-AR-10001678,2023-04-02
53427,LT-167651,OFF-AP-10002371,2023-05-09
3659838,CK-122052,OFF-FA-10002759,2023-05-10
101609,DK-132253,OFF-AP-10004305,2023-05-26
169768,CP-120853,OFF-LA-10000236,2023-06-04
132927,BE-113353,OFF-LA-10000448,2023-06-06
3931503,MW-182352,OFF-ST-10002608,2023-06-18
8230,BD-17252,OFF-BIC-10003680,2023-08-01
2629745,FM-142152,OFF-FA-10004175,2023-08-04
5810,AR-3452,OFF-STI-10003234,2023-08-12
3101005,MC-175752,OFF-BI-10001754,2023-08-14
5079145,EH-141252,OFF-ST-10001091,2023-08-14
1930,JF-54902,OFF-STA-10003908,2023-09-08
132696,HD-147853,OFF-EN-10004012,2023-09-23
3984983,SL-201552,OFF-FA-10002600,2023-11-13
6840,TC-109802,OFF-STO-10004940,2023-11-14
4300,JC-53401,OFF-ACC-10000307,2020-06-14
3750,BB-15451,OFF-CAR-10003703,2021-08-28
80,Dp-32401,OFF-ELD-10002279,2021-11-07
8030,DK-32251,OFF-IBI-10003541,2021-11-29
960,GT-46351,OFF-ELD-10003181,2021-12-10
9380,ML-77551,OFF-ACC-10002425,2022-01-09
3660,MR-75451,OFF-ENE-10003409,2022-01-11
2420,AP-9151,OFF-SAN-10003644,2022-06-17
9230,ML-77551,OFF-BIC-10002440,2022-11-18
6460,LS-69751,OFF-SME-10004740,2023-01-17
6310,JG-51601,OFF-HAR-10002479,2023-01-24
9570,HP-48151,OFF-HAM-10001621,2023-02-12
4770,BP-11851,OFF-NOV-10000787,2023-04-04
5880,AJ-7801,OFF-SAN-10002015,2023-06-03
9330,NK-84901,OFF-AVE-10004312,2023-06-08
6340,EG-39001,OFF-BOS-10001711,2023-08-08
5170,LC-68701,OFF-ROG-10004646,2023-09-18
2060,VB-117451,OFF-SAN-10003285,2023-12-27
4990,BP-10502,OFF-IBI-10000440,2020-03-05
47533,BD-117701,OFF-SU-10001709,2020-05-26
54561,JM-155351,OFF-SU-10001066,2020-06-10
3581861,TN-210402,OFF-BI-10003058,2020-09-12
155894,SJ-202153,OFF-ST-10000290,2020-10-13
60539,MG-182051,OFF-AR-10004148,2020-10-14
8650,AB-2551,OFF-AVE-10003465,2020-11-16
131639,SS-204103,OFF-FA-10001776,2020-11-22
151365,HE-148003,OFF-ST-10000442,2020-12-05
50641,NF-183851,OFF-AP-10001335,2020-12-23
3412393,RD-195852,OFF-AP-10004869,2021-03-15
128342,JH-158203,OFF-FA-10000131,2021-05-01
36816,AG-103301,OFF-EN-10003435,2021-05-02
125311,KC-166753,OFF-SU-10003991,2021-05-23
19995,EM-141401,OFF-AP-10004972,2021-05-25
48842,CS-124601,OFF-AR-10001708,2021-07-04
1956205,BV-112452,OFF-BI-10000329,2021-07-06
5367645,SC-207252,OFF-AR-10001546,2021-07-23
168060,AH-106903,OFF-EN-10004518,2021-08-09
3570,SM-100051,OFF-WIL-10002772,2021-08-10
47008,FG-142601,OFF-BI-10000389,2021-08-23
2223096,NC-185352,OFF-AR-10004151,2021-09-07
25476,BG-110351,OFF-SU-10004846,2021-09-28
129483,SC-207703,OFF-ST-10003858,2021-10-01
7240,AB-602,OFF-AVE-10000894,2021-10-10
360,MT-80702,OFF-STI-10002519,2021-11-27
108238,JR-162103,OFF-AP-10000667,2021-12-19
3475290,AA-106452,OFF-AR-10000452,2022-02-22
136035,RO-197803,OFF-BI-10002727,2022-03-23
167038,JR-156703,OFF-PA-10001385,2022-03-29
6630,RW-95401,OFF-FIS-10002759,2022-04-01
133515,GA-145153,OFF-BI-10000963,2022-04-02
1123163,SV-208152,OFF-AR-10002165,2022-04-25
131093,VG-217903,OFF-AP-10003363,2022-05-03
5113556,NG-184302,OFF-ST-10002555,2022-05-24
113866,TP-211303,OFF-EN-10003529,2022-06-04
4180822,JK-160902,OFF-AR-10000724,2022-06-10
84087,NS-186401,OFF-AP-10000577,2022-06-26
5755406,EB-139752,OFF-EN-10000788,2022-06-28
17566,EH-137651,OFF-BI-10002594,2022-08-04
4777583,CM-118302,OFF-AR-10000833,2022-08-16
52944,EM-142001,OFF-BI-10002562,2022-09-02
59356,EB-138401,OFF-SU-10000970,2022-09-09
3810,MS-75302,OFF-SME-10004519,2022-09-09
4260,FM-42151,OFF-SAN-10003285,2022-09-19
3920,BF-10201,OFF-TEN-10000766,2022-10-15
136980,TZ-214453,OFF-EN-10002674,2022-10-26
131793,DJ-135103,OFF-ST-10001010,2022-10-31
103051,TB-214003,OFF-AR-10001072,2022-11-04
128741,NP-186703,OFF-AP-10004958,2022-11-08
105228,BB-115453,OFF-LA-10000598,2022-11-14
1532910,GW-146052,OFF-AR-10001269,2022-11-22
1692384,RB-195702,OFF-AP-10004220,2022-11-28
104675,AB-101503,OFF-AR-10004132,2022-12-07
5731775,GM-144552,OFF-ST-10003764,2022-12-31
3848533,JH-161802,OFF-AP-10000486,2023-03-08
115035,JM-161953,OFF-FA-10000540,2023-03-13
148292,LC-171403,OFF-LA-10004164,2023-05-05
27954,YS-218801,OFF-ST-10001214,2023-05-12
86047,EB-139751,OFF-FA-10003546,2023-05-20
1855692,NS-185052,OFF-AR-10003651,2023-06-12
5218647,BE-114552,OFF-FA-10004239,2023-06-25
26106,SV-203651,OFF-LA-10004738,2023-08-05
1577544,SC-200502,OFF-LA-10002159,2023-08-22
127082,RB-194653,OFF-ST-10002233,2023-08-26
9350,MS-77702,OFF-AME-10000244,2023-08-27
240,ML-82652,OFF-CAM-10003933,2023-09-05
4130,GB-45302,OFF-ELD-10001882,2023-09-09
39434,JB-159251,OFF-EN-10001162,2023-09-25
152275,CA-120553,OFF-FA-10002100,2023-09-29
50480,JW-159551,OFF-EN-10004424,2023-10-10
122476,EH-139903,OFF-LA-10000845,2023-10-14
5218104,MF-176652,OFF-BI-10000308,2023-11-10
138940,PT-190903,OFF-BI-10003503,2023-12-17
1311351,JJ-157602,OFF-FA-10004799,2023-12-19
156741,SC-207253,OFF-BI-10004275,2023-12-24
76198,AA-106451,OFF-AR-10002256,2020-01-26
26456,EA-140351,OFF-EN-10003508,2020-02-21
4228024,AM-103602,OFF-LA-10004332,2020-02-21
1708225,DP-131652,OFF-FA-10004899,2020-03-03
147494,RP-192703,OFF-LA-10004519,2020-03-31
163629,MA-179953,OFF-AR-10002605,2020-05-18
45489,GH-144251,OFF-FA-10004698,2020-05-31
2011704,ED-138852,OFF-BI-10002894,2020-06-07
76961,RE-194501,OFF-BI-10000106,2020-06-17
77668,HM-149801,OFF-EN-10003537,2020-08-15
4257071,PS-189702,OFF-BI-10001639,2020-08-19
3202814,ON-187152,OFF-BI-10001058,2020-09-17
5015979,NF-183852,OFF-AR-10003829,2020-09-27
82330,AA-103751,OFF-PA-10003273,2020-10-07
4585835,BF-112752,OFF-PA-10003105,2020-11-09
19505,EH-140051,OFF-EN-10004958,2020-11-23
47715,ED-138851,OFF-PA-10002416,2020-12-13
23131,JG-151601,OFF-SU-10002388,2020-12-21
123309,MG-176953,OFF-AP-10002360,2021-01-12
7250,DL-33152,OFF-ROG-10002132,2021-01-23
53105,JO-151451,OFF-FA-10001057,2021-03-03
68897,EL-137351,OFF-ST-10002292,2021-03-27
148733,BD-116053,OFF-LA-10000345,2021-04-14
133221,SE-201103,OFF-FA-10003879,2021-06-10
1473317,KB-162402,OFF-PA-10004450,2021-06-15
120789,BF-112153,OFF-PA-10000091,2021-07-05
73874,FC-142451,OFF-ST-10004226,2021-07-16
7030,AG-6752,OFF-SAN-10002015,2021-08-10
1470,KN-67052,OFF-BRE-10001107,2021-08-22
63500,SM-200051,OFF-BI-10003646,2021-08-29
77745,HR-147701,OFF-FA-10001304,2021-08-29
3386035,JG-158052,OFF-BI-10003650,2021-09-16
126788,SC-205753,OFF-AR-10004012,2021-09-17
147613,EM-138103,OFF-AR-10002605,2021-10-05
5954282,MP-179652,OFF-AR-10002939,2021-11-13
111283,SC-205753,OFF-LA-10004318,2021-11-14
4920028,VP-217302,OFF-AR-10002037,2021-12-04
41233,ZD-219251,OFF-PA-10004910,2021-12-07
118185,RC-199603,OFF-EN-10002700,2021-12-13
1929989,BH-117102,OFF-AP-10004140,2021-12-20
114447,FM-142153,OFF-EN-10000215,2021-12-23
59552,NP-183251,OFF-BI-10004869,2022-01-10
137855,BM-111403,OFF-AP-10004646,2022-01-18
147522,AB-106003,OFF-FA-10001029,2022-02-01
5024313,CM-118152,OFF-PA-10000301,2022-02-05
33204,DW-135851,OFF-PA-10004495,2022-02-15
59958,DL-128651,OFF-BI-10000328,2022-03-16
50368,KA-165251,OFF-LA-10000879,2022-03-26
140634,CS-121753,OFF-PA-10002563,2022-04-07
63717,KB-163151,OFF-EN-10003435,2022-04-17
5746149,MW-182352,OFF-PA-10003416,2022-06-07
55184,RH-195551,OFF-BI-10004140,2022-06-08
109449,LS-172003,OFF-ST-10004930,2022-06-20
2370,MK-79051,OFF-GRE-10003316,2022-07-11
2386093,NG-184302,OFF-BI-10002799,2022-08-01
26659,AB-106001,OFF-LA-10002939,2022-08-07
45328,AG-107651,OFF-SU-10000969,2022-08-21
22333,SH-206351,OFF-SU-10002152,2022-08-28
3228066,FM-143802,OFF-AR-10000110,2022-08-29
28199,LC-171401,OFF-BI-10001326,2022-09-11
26617,EP-139151,OFF-FA-10003962,2022-09-18
12036,Dp-132401,OFF-AR-10004138,2022-09-25
70381,HJ-148751,OFF-AR-10001850,2022-09-30
5379148,BP-111552,OFF-AR-10000502,2022-10-03
133690,PJ-190153,OFF-LA-10004799,2022-10-03
167374,AS-102253,OFF-EN-10002725,2022-10-16
4960,ML-82651,OFF-AVE-10000543,2022-11-05
128440,JP-154603,OFF-LA-10003271,2022-11-28
54078,AB-101651,OFF-EN-10003498,2022-12-07
5056342,RD-194802,OFF-BI-10002225,2022-12-09
17524,GM-144401,OFF-ST-10001186,2022-12-10
4548757,HK-148902,OFF-PA-10000850,2022-12-16
169243,LD-168553,OFF-ST-10004342,2022-12-25
25007,BE-114101,OFF-EN-10003231,2023-01-02
4387160,EB-141702,OFF-LA-10000134,2023-01-08
5375927,SB-201852,OFF-AP-10001298,2023-01-11
124772,KM-162253,OFF-SU-10002189,2023-02-06
2398483,SC-202302,OFF-FA-10004997,2023-02-27
1480923,AW-109302,OFF-FA-10001052,2023-03-15
3810974,JL-158502,OFF-SU-10001578,2023-03-23
103681,MP-181753,OFF-BI-10001275,2023-04-09
5124272,AA-106452,OFF-ST-10004577,2023-04-15
36200,PC-190001,OFF-FA-10002241,2023-04-23
1486090,EC-140502,OFF-AR-10003450,2023-05-02
5302686,SL-201552,OFF-BI-10000815,2023-05-26
168956,EM-142003,OFF-AR-10001072,2023-06-06
100090,EH-141853,OFF-ST-10004532,2023-06-11
127348,JD-161503,OFF-BI-10001199,2023-06-16
51432,KD-164951,OFF-ST-10000007,2023-06-20
56983,BV-112451,OFF-BI-10004250,2023-08-16
150686,ER-138553,OFF-EN-10001538,2023-08-20
112088,RB-197953,OFF-AR-10002535,2023-08-26
1651774,PJ-188352,OFF-AP-10004512,2023-09-08
2376562,BN-114702,OFF-BI-10000620,2023-09-09
154935,RB-197953,OFF-SU-10004361,2023-09-11
2992535,TS-212052,OFF-BI-10004054,2023-09-15
43039,MG-176801,OFF-AR-10003962,2023-10-04
118584,CS-124903,OFF-ST-10002499,2023-10-09
73545,GG-146501,OFF-ST-10003121,2023-10-15
2710870,MH-180252,OFF-BI-10001639,2023-10-19
151743,CC-121003,OFF-BI-10000506,2023-11-10
129994,TC-214753,OFF-PA-10002473,2023-11-10
56570,BM-115751,OFF-AR-10000242,2023-11-17
2835973,JK-153702,OFF-LA-10001413,2023-11-19
34282,TW-210251,OFF-BI-10002190,2023-11-20
139318,JC-153853,OFF-PA-10002360,2023-12-23
5297510,BM-117852,OFF-ST-10000300,2023-12-29
5078476,TH-211002,OFF-BI-10002040,2020-03-26
5276461,DJ-134202,OFF-AR-10000266,2020-05-04
4932761,SO-203352,OFF-ST-10000095,2020-05-18
4709704,SS-205902,OFF-AR-10002681,2020-09-22
4770705,ME-173202,OFF-BI-10000329,2020-11-10
2076928,BT-113052,OFF-AR-10000715,2020-11-22
4335650,EC-140502,OFF-SU-10004980,2020-12-29
5199936,GA-145152,OFF-AR-10000475,2021-01-27
1315786,JF-152952,OFF-BI-10003999,2021-06-01
1103132,BM-117852,OFF-SU-10003456,2021-06-22
3420594,TB-210552,OFF-AR-10000833,2021-07-02
5414152,EM-141402,OFF-FA-10002728,2021-08-30
1787346,BF-111702,OFF-BI-10000440,2021-09-10
2885001,JK-160902,OFF-BI-10002289,2021-11-08
1668222,VG-218052,OFF-SU-10001690,2022-08-27
3903431,TB-212502,OFF-SU-10001021,2022-09-09
2232047,MS-178302,OFF-FA-10002619,2022-10-03
1295215,MC-175902,OFF-AR-10003012,2022-11-19
1534120,CB-125352,OFF-AR-10001068,2022-11-22
1172576,MW-182202,OFF-BI-10002894,2022-12-25
2172414,DK-129852,OFF-AR-10001578,2023-05-01
3413493,ML-182652,OFF-FA-10001530,2023-06-26
1004183,AJ-107952,OFF-AR-10003658,2023-07-31
1398657,CV-128052,OFF-FA-10000189,2023-09-05
4888679,PO-188652,OFF-AR-10004151,2023-09-05
4865613,DL-133152,OFF-AR-10002433,2023-12-13
5314666,MP-174702,OFF-LA-10003217,2023-12-26
146584,HL-150403,OFF-BI-10002296,2020-01-21
147718,EB-137053,OFF-PA-10003718,2020-05-20
147585,EB-139753,OFF-FA-10003891,2020-07-23
156727,JO-152803,OFF-ST-10004116,2020-10-17
128902,MM-179203,OFF-BI-10002799,2020-10-25
168914,VG-217903,OFF-BI-10000765,2020-11-25
125059,SW-207553,OFF-FA-10003891,2020-12-08
128377,LD-170053,OFF-FA-10003734,2021-03-20
128566,BG-117403,OFF-FA-10004931,2021-03-30
103114,SR-207403,OFF-LA-10002650,2021-05-07
158022,PB-188053,OFF-EN-10001861,2021-05-17
153780,GW-146053,OFF-FA-10004258,2021-05-26
162922,BK-112603,OFF-LA-10000765,2021-06-29
113075,JW-160753,OFF-BI-10001504,2022-01-18
155481,RW-195403,OFF-BI-10000963,2022-02-19
109288,CM-127153,OFF-PA-10001385,2022-03-17
144575,GM-145003,OFF-AR-10000082,2022-06-04
107804,ML-173953,OFF-FA-10002719,2022-06-11
126214,SM-203203,OFF-LA-10000448,2022-06-12
150287,CS-122503,OFF-BI-10004388,2022-08-03
160115,TM-214903,OFF-AR-10003989,2022-10-11
153493,ML-174103,OFF-BI-10004388,2022-10-23
141474,PB-188053,OFF-ST-10001051,2022-10-30
102463,CL-118903,OFF-SU-10004095,2022-11-14
163580,SJ-205003,OFF-BI-10002517,2022-11-19
155110,WB-218503,OFF-ST-10004976,2022-11-19
157329,CP-120853,OFF-ST-10001051,2022-11-19
103625,LS-172303,OFF-EN-10000358,2022-11-21
121370,CM-118303,OFF-FA-10002100,2022-12-09
104703,BN-114703,OFF-BI-10003324,2022-12-11
127467,RP-192703,OFF-BI-10001002,2023-03-06
121916,NK-184903,OFF-FA-10003892,2023-04-04
159254,RH-194953,OFF-FA-10004533,2023-06-06
139738,CS-123553,OFF-ST-10000439,2023-06-15
105641,TB-216253,OFF-ST-10004532,2023-08-05
123645,SR-207403,OFF-ST-10002522,2023-08-30
163566,LO-171703,OFF-LA-10004318,2023-09-03
128692,EM-141403,OFF-AP-10003135,2023-09-17
169684,CS-122503,OFF-ST-10004381,2023-09-22
121923,PK-189103,OFF-EN-10004100,2023-09-24
141096,SH-203953,OFF-ST-10004381,2023-11-08
125164,HA-149203,OFF-AR-10001752,2023-12-01
159555,CM-121903,OFF-EN-10002896,2023-12-23
1517387,CM-122352,OFF-AR-10001418,2020-03-01
2813459,AR-105402,OFF-BI-10001643,2020-04-28
2046816,AB-102552,OFF-BI-10001138,2020-11-13
5507767,CD-127902,OFF-AR-10003377,2020-11-29
2861112,CM-118302,OFF-EN-10001147,2020-12-13
4435180,SJ-205002,OFF-BI-10001055,2021-01-06
3874971,TM-214902,OFF-SU-10001703,2021-08-15
4594958,DH-130752,OFF-BI-10002570,2021-09-10
3714969,YC-218952,OFF-AR-10001898,2021-10-15
2166139,IG-150852,OFF-AR-10001672,2021-11-08
3614757,LD-170052,OFF-AR-10000091,2022-02-01
3635603,PP-189552,OFF-PA-10004842,2022-02-19
4405513,JD-160602,OFF-BI-10000440,2022-03-01
1143457,HM-149802,OFF-LA-10001676,2022-04-09
2493030,ME-180102,OFF-BI-10003068,2022-04-10
5973321,RH-196002,OFF-BI-10002894,2022-07-14
5291892,BP-111852,OFF-AR-10003117,2022-08-07
1188032,TS-211602,OFF-AR-10003217,2022-08-20
1081150,JR-162102,OFF-BI-10002570,2022-08-31
4834847,JF-155652,OFF-AR-10001110,2022-09-04
1166961,LW-171252,OFF-BI-10002935,2022-09-16
5144015,RS-197652,OFF-BI-10002570,2022-11-19
5500680,TT-210702,OFF-BI-10000289,2023-01-08
1678595,CA-127752,OFF-EN-10004404,2023-01-18
2067525,IG-150852,OFF-EN-10000353,2023-01-28
3563223,GM-144402,OFF-LA-10000157,2023-02-05
5550629,TM-214902,OFF-AR-10000219,2023-02-20
2933395,JP-154602,OFF-AR-10004739,2023-02-24
1345837,JG-158052,OFF-LA-10001075,2023-03-06
5825471,JF-154152,OFF-BI-10001984,2023-04-26
5296123,AC-106152,OFF-AR-10000219,2023-06-30
3566095,JF-155652,OFF-AR-10002485,2023-08-25
4192799,DS-131802,OFF-BI-10001723,2023-09-04
3066003,GW-146052,OFF-BI-10001192,2023-09-15
1981492,LC-169602,OFF-FA-10002715,2023-10-31
5160531,PW-190302,OFF-BI-10003616,2023-11-12
3412389,PG-188952,OFF-AR-10000727,2023-12-08
1734818,JM-155352,OFF-BI-10000538,2023-12-17
5093967,BF-112752,OFF-BI-10000171,2023-12-17
5710826,RH-195552,OFF-BI-10001253,2023-12-24
4296634,HM-148602,OFF-AR-10003658,2023-12-27
1043483,SR-204252,OFF-PA-10001650,2020-01-14
1374122,BT-114852,OFF-LA-10003390,2020-02-04
163636,ED-138853,OFF-EN-10004012,2020-02-17
124338,MP-181753,OFF-ST-10002471,2020-04-14
24727,NF-184751,OFF-BI-10002287,2020-04-18
5158527,EM-142002,OFF-LA-10003210,2020-05-04
154984,TB-211903,OFF-BI-10003856,2020-05-19
2801336,DB-132702,OFF-BI-10002225,2020-06-01
1455810,VT-217002,OFF-EN-10003080,2020-06-07
4351366,RH-195102,OFF-BI-10001622,2020-06-16
1951083,ME-173202,OFF-SU-10003130,2020-06-17
5775498,JO-155502,OFF-PA-10003956,2020-08-09
49689,TW-210251,OFF-AP-10001274,2020-08-18
2382517,MR-175452,OFF-BI-10002193,2020-09-06
167787,KN-167053,OFF-LA-10001800,2020-09-15
132101,LB-167953,OFF-FA-10000406,2020-09-21
1708709,BT-114852,OFF-FA-10000571,2020-09-26
163048,TC-214753,OFF-ST-10002670,2020-09-28
47596,PO-191951,OFF-SU-10002543,2020-10-19
115686,FM-142903,OFF-LA-10000633,2020-11-04
124142,NL-183103,OFF-PA-10004531,2020-11-07
59447,DB-132701,OFF-SU-10004306,2020-12-25
75211,CH-120701,OFF-FA-10004027,2021-01-11
1606540,PP-189552,OFF-LA-10003295,2021-02-09
3225401,TN-210402,OFF-EN-10003977,2021-02-09
5365524,BT-113052,OFF-FA-10004257,2021-02-22
3738573,BC-111252,OFF-BI-10004220,2021-03-05
5960351,HP-148152,OFF-SU-10003632,2021-03-16
64403,RS-198701,OFF-EN-10000296,2021-03-30
3770269,CL-127002,OFF-EN-10003511,2021-04-03
126606,CC-124303,OFF-PA-10002725,2021-06-19
10601,RB-197951,OFF-FA-10001702,2021-06-25
3840924,JP-161352,OFF-SU-10003267,2021-06-25
45342,JP-161351,OFF-PA-10002811,2021-07-02
55387,NZ-185651,OFF-PA-10003449,2021-07-04
130652,AP-107203,OFF-SU-10003019,2021-07-27
100321,HP-148153,OFF-FA-10004410,2021-09-01
54743,PS-189701,OFF-BI-10000721,2021-09-06
57116,NM-184451,OFF-SU-10001346,2021-09-11
2641248,BF-111702,OFF-SU-10003629,2021-09-13
4600,EH-41251,OFF-HAR-10001531,2021-09-17
4230,ME-73201,OFF-KIT-10001380,2021-10-08
132962,SM-203203,OFF-EN-10000755,2021-10-12
28857,PO-191801,OFF-FA-10001925,2021-10-19
135174,SD-204853,OFF-ST-10003056,2021-10-22
3181108,MR-175452,OFF-BI-10003642,2021-11-05
3465586,JB-160452,OFF-BI-10003774,2021-11-12
160073,NM-184453,OFF-PA-10000677,2021-11-14
3679676,EM-142002,OFF-FA-10000799,2021-11-19
57823,CR-126251,OFF-SU-10003651,2021-12-05
40218,TC-215351,OFF-EN-10002613,2022-01-29
4760,MG-76801,OFF-FEL-10001865,2022-02-11
22354,DW-134801,OFF-BI-10000928,2022-02-11
147543,BT-113053,OFF-PA-10001761,2022-03-07
3293691,RB-197952,OFF-AP-10002577,2022-03-13
136616,AT-104353,OFF-AP-10001067,2022-04-10
140627,PS-189703,OFF-EN-10002122,2022-04-10
1653195,AD-101802,OFF-PA-10002369,2022-05-03
3066853,PO-191802,OFF-BI-10002718,2022-05-07
38685,MO-178001,OFF-BI-10003265,2022-05-15
9760,CA-20552,OFF-SME-10000973,2022-06-26
131961,KF-162853,OFF-PA-10001091,2022-07-04
2934598,CC-121002,OFF-BI-10000329,2022-07-12
131142,CC-121003,OFF-AP-10001723,2022-07-17
2396417,JS-159402,OFF-FA-10000520,2022-08-09
